epoch,train_loss,train_accuracy,train_macro_f1,train_balanced_accuracy,val_loss,val_accuracy,val_macro_f1,val_balanced_accuracy,learning_rate,timestamp
1,0.6341268920054078,0.8090555997308704,0.66699487501913,0.8220126116498254,0.3417152156545745,0.8862900763358779,0.8112671489670839,0.9180230147825437,0.0001,2025-07-29T12:18:26.046391
2,0.23324081074899655,0.8995351397639,0.8184159970905288,0.9276338954581032,0.25036633799136404,0.9186564885496183,0.8513111618795047,0.9350183271138147,0.0001,2025-07-29T12:26:57.804118
3,0.177806428472476,0.9173038106306196,0.8485654123668901,0.9455575988082386,0.22615968170811596,0.9268396946564885,0.8773113999455407,0.9490498356215387,0.0001,2025-07-29T12:35:27.682847
4,0.15249493400099678,0.9211266744143373,0.8580209294588635,0.9539001231113734,0.18759446023476914,0.937587786259542,0.8943233813858644,0.9575588982855944,0.0001,2025-07-29T12:43:58.120299
5,0.1340712859666778,0.9277937488531408,0.8707179780311164,0.9557262856856521,0.21994101727500218,0.927267175572519,0.8757306279235476,0.9492085367707381,0.0001,2025-07-29T12:52:27.402432
6,0.1168351900020472,0.9357605969784084,0.8893627926666828,0.9637630438198319,0.17818137476256274,0.9409465648854962,0.8981741883001481,0.9555519235137898,0.0001,2025-07-29T13:00:56.441166
7,0.10128623314428097,0.9410667319102086,0.9015254198255893,0.9679480598560815,0.1977019512085273,0.9361832061068702,0.8908600610109185,0.9592270206893204,0.0001,2025-07-29T13:09:25.440322
8,0.0972820320054711,0.9396599180378005,0.8962809698081692,0.9686323237791181,0.1790161253261666,0.9392977099236641,0.8917827991897554,0.9562457210821683,0.0001,2025-07-29T13:17:56.280594
9,0.09074492670550757,0.9439109425652945,0.9016140808346332,0.9716035339901609,0.216424581350309,0.9292824427480916,0.882371069467083,0.9437930420193397,0.0001,2025-07-29T13:26:25.803994
10,0.08062508781829912,0.947871429445226,0.9130262261796452,0.9751720607962467,0.17650041928137022,0.9398473282442749,0.8969377730617304,0.9458803092257004,0.0001,2025-07-29T13:34:57.809730
11,0.08739237740862137,0.9474279772463148,0.9088339560429891,0.973576664323451,0.16959403163363637,0.9416183206106871,0.8992175600617046,0.9500302653453158,0.0001,2025-07-29T13:43:27.417107
12,0.06932808313185175,0.950945011927335,0.9217615551067543,0.9787809205915484,0.17356775506549796,0.9404580152671755,0.899322174058489,0.9542403998594984,0.0001,2025-07-29T13:51:57.115257
13,0.06913265384593201,0.9529481925500031,0.9263592980592211,0.9785761704622367,0.15221971365481105,0.9476030534351145,0.9152819575939115,0.9569698137653851,0.0001,2025-07-29T14:00:27.850609
14,0.07099281117986894,0.9527341121781149,0.9253959048299717,0.9764539749449455,0.1557539397930472,0.9492519083969466,0.9156837104161467,0.9557687050409395,0.0001,2025-07-29T14:08:57.264206
15,0.06586530903408745,0.9547372928007829,0.9265394353682541,0.9781435240985961,0.16716445161926363,0.9470534351145038,0.9171385652814308,0.9641087374103147,0.0001,2025-07-29T14:17:27.871370
16,0.06185803924111233,0.9568016392439904,0.9326578073060666,0.9811535616969724,0.16566977772342467,0.9470534351145038,0.9107532770575758,0.9546731264842468,0.0001,2025-07-29T14:25:58.077990
17,0.05533642606737447,0.9581931616612637,0.9353744992642506,0.9825399756000442,0.1506975673835622,0.9526106870229007,0.9218590076822498,0.952232653127292,0.0001,2025-07-29T14:34:28.868012
18,0.05462933943501926,0.9577955838277571,0.9323612363256015,0.9833266387270206,0.18331604319540878,0.942351145038168,0.903417491341272,0.951052237797337,0.0001,2025-07-29T14:43:00.839901
19,0.05203209708503619,0.960043427732583,0.9392514774268883,0.9828005775190131,0.15321552650145617,0.9508396946564885,0.920555568023942,0.951211080063144,0.0001,2025-07-29T14:51:32.608662
20,0.05080141337111404,0.9608997492201358,0.9416962301704821,0.983924188598965,0.19799353549457838,0.9443053435114503,0.9043524175801564,0.9489648507349601,0.0001,2025-07-29T15:00:03.139208
