epoch,train_loss,train_accuracy,train_macro_f1,train_balanced_accuracy,val_loss,val_accuracy,val_macro_f1,val_balanced_accuracy,learning_rate,timestamp
1,0.7378934616022476,0.8089181886344023,0.6985546842204681,0.7931135301692376,0.33557207109466547,0.8910097131240118,0.8293617372369991,0.8922038143811098,0.0001,2025-08-01T12:14:16.215111
2,0.2595468566494326,0.9041690834241091,0.8425795450524768,0.913279326304489,0.19311479422563446,0.9342669979670205,0.8776053103501849,0.9200278060402531,0.0001,2025-08-01T12:21:19.418731
3,0.20307314004023627,0.9209614214777824,0.8697836663811173,0.9286130078501261,0.18980141688705646,0.9337022814547097,0.8829793617632518,0.9192869054395749,0.0001,2025-08-01T12:28:23.977608
4,0.15916002086821482,0.9291100202300282,0.8894114589925494,0.9436328965853268,0.17974479615818809,0.9402529929975153,0.9027462757801761,0.9312863326017445,0.0001,2025-08-01T12:35:27.377376
5,0.14743665981569426,0.9330287040049797,0.8936886374591585,0.9441509073831208,0.1907004673131971,0.9353399593404111,0.8925422996524074,0.9269259495113947,0.0001,2025-08-01T12:42:27.299074
6,0.13529314158589822,0.9379659626239619,0.9046560137852284,0.9487124864637818,0.2389439906500212,0.9300316241246894,0.8751495062496157,0.9174159256937017,0.0001,2025-08-01T12:49:30.520779
7,0.11637001800254758,0.9430022493527805,0.9153281445813068,0.9559992436499078,0.18101320038379104,0.9411000677659814,0.8970717965822854,0.931003448431714,0.0001,2025-08-01T12:56:33.869199
8,0.11406012161922598,0.9452233083876809,0.9161132445686826,0.9547988208546485,0.1711803180884911,0.9434154054664559,0.9008468214411511,0.9305258877974143,0.0001,2025-08-01T13:03:35.294093
9,0.10094464820730571,0.9483214735382743,0.9227742918739725,0.9586274100048298,0.15527934420498063,0.9468037045403208,0.9071101336387033,0.938955017092042,0.0001,2025-08-01T13:10:46.875078
10,0.097837599968398,0.9491561390354663,0.9238267403929855,0.9616962286438274,0.16925441710943423,0.9404788796024396,0.8906621197602097,0.9276924206762537,0.0001,2025-08-01T13:17:58.974998
11,0.08346468625707439,0.9524523604057323,0.9342597368283189,0.9656714837761843,0.18534831131057597,0.9385023718093517,0.89514478420604,0.9253411132991014,0.0001,2025-08-01T13:25:04.246373
12,0.08485752181974464,0.9514054918160341,0.9341209680435385,0.9657360219718406,0.19433808314391884,0.93737293878473,0.8881979289154335,0.9225451101990536,0.0001,2025-08-01T13:32:06.629005
13,0.08024278125545224,0.9549139162788066,0.9374550138730856,0.9667999354763991,0.16715098925331237,0.9434154054664559,0.9077810541249177,0.9307287064233669,0.0001,2025-08-01T13:38:46.506236
14,0.054301221294863145,0.9643357335860908,0.9571286541271242,0.9778615500770014,0.14007470401504135,0.9514343799412694,0.9240772547732617,0.941286540488081,5e-05,2025-08-01T13:45:26.482971
15,0.04753966253446464,0.9677734236846945,0.9633918333518292,0.9786342126901076,0.1458363196490464,0.9519990964535803,0.919263376666771,0.9327792037693164,5e-05,2025-08-01T13:52:06.412414
16,0.04403293906726892,0.9694286078062444,0.9671830406204817,0.9807304333124139,0.17671064875978273,0.9452224983058505,0.9074138853398444,0.9275525535746625,5e-05,2025-08-01T13:58:46.487171
17,0.0429087913010677,0.9708432950896204,0.9675772655941228,0.9807103880547088,0.14398108086086597,0.9526202846171222,0.9168404059367795,0.9311273446135605,5e-05,2025-08-01T14:05:26.477719
18,0.03969267294650714,0.9720882198989913,0.9711468097795957,0.9824920897290987,0.1531268186273724,0.9503614185678789,0.9223214237034764,0.9299481008915967,5e-05,2025-08-01T14:12:06.657413
19,0.03307023839154246,0.9754834693790938,0.9753404157425167,0.9857501929330823,0.15101819414774628,0.9530155861757398,0.9220189079549154,0.9355673920916545,2.5e-05,2025-08-01T14:18:58.650991
20,0.03150354698753427,0.97723768161048,0.9778204857341759,0.9865847435905322,0.1432142435731039,0.9552744522249831,0.9251457807024237,0.9320229570118166,2.5e-05,2025-08-01T14:26:10.633763
